"long","lat","order","hole","piece","id","group"
134.312594,-33.11201,358,FALSE,"1","3","3.1"
134.35847,-33.148298,359,FALSE,"1","3","3.1"
134.344935,-33.161236,360,FALSE,"1","3","3.1"
134.351334,-33.190301,361,FALSE,"1","3","3.1"
134.328367,-33.199477,362,FALSE,"1","3","3.1"
134.260225,-33.152631,363,FALSE,"1","3","3.1"
134.261749,-33.098203,364,FALSE,"1","3","3.1"
134.230283,-33.043313,365,FALSE,"1","3","3.1"
134.192038,-33.035167,366,FALSE,"1","3","3.1"
134.167922,-33.055687,367,FALSE,"1","3","3.1"
134.138526,-33.018087,368,FALSE,"1","3","3.1"
134.193542,-33.013532,369,FALSE,"1","3","3.1"
134.201879,-32.963783,370,FALSE,"1","3","3.1"
134.167393,-32.926769,371,FALSE,"1","3","3.1"
134.14406,-32.928168,372,FALSE,"1","3","3.1"
134.141184,-32.944267,373,FALSE,"1","3","3.1"
134.119181,-32.914597,374,FALSE,"1","3","3.1"
134.080901,-32.926517,375,FALSE,"1","3","3.1"
134.06053,-32.907934,376,FALSE,"1","3","3.1"
134.078646,-32.89912,377,FALSE,"1","3","3.1"
134.071527,-32.883815,378,FALSE,"1","3","3.1"
134.11686,-32.868108,379,FALSE,"1","3","3.1"
